sentence_id,original_text,original_label,gpt54mini_translation,translator,consensus_label,gemini_translation,claude_translation
579,"In practice, that means it's hard to trust Bezos' pledge when Amazon, the source of his wealth, has been aggressively courting oil and gas companies with its cloud computing services and threatened workers who campaigned for stronger climate action with dismissal. ",Biased,,gemini,Biased,عمليًا، يعني ذلك أنه من الصعب الوثوق بتعهد بيزوس، في حين أن أمازون، مصدر ثروته، كانت تسعى بقوة لاستقطاب شركات النفط والغاز من خلال خدماتها للحوسبة السحابية، وهددت العمال الذين نظموا حملات من أجل إجراءات مناخية أقوى بالفصل.,
580,A study shows that the number of children getting routine vaccines to protect them from dangerous diseases has dramatically declined in the wake of the coronavirus.,Non-biased,,gemini,Non-biased,أظهرت دراسة أن عدد الأطفال الذين يتلقون اللقاحات الروتينية لحمايتهم من الأمراض الخطيرة قد انخفض بشكل كبير في أعقاب فيروس كورونا.,
581,The numbers finding broad American approval of Trump illustrate the catastrophe of the impeachment proceedings backfiring on Democrats that were precisely intended to bring the president’s approval numbers down.,Biased,,gemini,Biased,توضح الأرقام التي تكشف عن تأييد أمريكي واسع لترامب كارثةَ ارتداد إجراءات العزل على الديمقراطيين، والتي كان الهدف منها تحديداً خفض معدلات شعبية الرئيس.,
582,"But, whether this switch constitutes a true win for the racist right or not, it’s clear that MAGA conservatives are highly attuned to how decisions are made in the White House and which positions they want to control.",Biased,,gemini,Biased,"لكن، سواء كان هذا التحول يشكل فوزًا حقيقيًا لليمين العنصري أم لا، فمن الواضح أن محافظي ""ماغا"" يدركون تمامًا كيفية اتخاذ القرارات في البيت الأبيض والمناصب التي يريدون السيطرة عليها.",
583,"After spending the past three months rehabilitating from arthroscopic surgery on his right knee, Williamson struggled to find his shot during the first three quarters, during which he played a little less than 12 minutes.",Non-biased,,gemini,Non-biased,بعد قضاء الأشهر الثلاثة الماضية في التأهيل من جراحة بالمنظار في ركبته اليمنى، كافح ويليامسون لإيجاد تسديدته خلال الأرباع الثلاثة الأولى، التي لعب خلالها أقل من 12 دقيقة بقليل.,
586,"The result of this tribalism will not be a catharsis of white identity, improving equality for non-whites. It will be resentment towards being the only tribe not given the special treatment bestowed by victimhood.",Biased,,gemini,Biased,لن تكون نتيجة هذه القبلية تطهيراً للهوية البيضاء يعزز المساواة لغير البيض، بل ستكون استياءً من كونها القبيلة الوحيدة التي لا تحظى بالمعاملة الخاصة التي تمنحها المظلومية.,
588,Facebook bans white nationalism from platform after pressure from civil rights groups.,Non-biased,,gemini,Biased,فيسبوك يحظر القومية البيضاء من منصته بعد ضغوط من جماعات الحقوق المدنية.,
589,"It’s paramount now, as Fox News and the right-wing noise machine try to take down a new generation of Democratic women leaders, that everyone understands the strategy in play.",Biased,,gemini,Biased,من الأهمية بمكان الآن، في الوقت الذي تحاول فيه فوكس نيوز وآلة الضجيج اليمينية إسقاط جيل جديد من القيادات النسائية الديمقراطية، أن يفهم الجميع الاستراتيجية المتبعة.,
590,"Thousands of asylum seekers crammed in border towns near the Texas-Mexico border awaiting U.S. immigration hearings are at risk of dying from coronavirus because of poor health access and unsafe conditions, advocates say.",Biased,,gemini,Biased,يقول المدافعون إن آلاف طالبي اللجوء المتكدسين في بلدات حدودية بالقرب من الحدود بين تكساس والمكسيك، والذين ينتظرون جلسات استماع بشأن الهجرة إلى الولايات المتحدة، معرضون لخطر الموت بسبب فيروس كورونا نتيجة لضعف الرعاية الصحية والظروف غير الآمنة.,
592,"The institute attributes the growth to billionaires’ use of tax cuts, tax exemptions and offshore tax havens.",Non-biased,,gemini,Biased,يعزو المعهد النمو إلى استخدام المليارديرات للتخفيضات الضريبية، والإعفاءات الضريبية، والملاذات الضريبية الخارجية.,
593,Hundreds of cops packed a California church Saturday in final salute to police officer Ronil Singh who was killed the day after Christmas when he stopped an illegal immigrant suspected of driving drunk.,Non-biased,,gemini,Biased,احتشد مئات من رجال الشرطة في كنيسة بكاليفورنيا يوم السبت لتأدية التحية الأخيرة للشرطي رونيل سينغ، الذي قُتل في اليوم التالي لعيد الميلاد عندما أوقف مهاجرًا غير شرعي يُشتبه في قيادته وهو مخمور.,
596,This argument that the real way to end abortion is to make abortion unnecessary by establishing a generous cradle-to-grave welfare state is also an extension of the dishonest taunt that conservative Christians only care about babies before they’re born.,Biased,,gemini,Biased,إن هذه الحجة القائلة بأن الطريقة الحقيقية لإنهاء الإجهاض تكمن في جعله غير ضروري من خلال تأسيس دولة رفاه سخية من المهد إلى اللحد، هي أيضًا امتداد للسخرية الكاذبة بأن المسيحيين المحافظين لا يهتمون بالأطفال إلا قبل ولادتهم.,
597,"The whole anti-vaxx (as it became known) thing was nuts, a way for fading celebrities to pretend to be the vanguard of a Great Cause that Saved The Children from a sinister government conspiracy.",Biased,,gemini,Biased,كانت حركة مناهضة اللقاحات بأكملها (كما أصبحت تُعرف) ضربًا من الجنون، ووسيلة للمشاهير الذين خفتت أضواؤهم للتظاهر بأنهم طليعة قضية عظيمة تنقذ الأطفال من مؤامرة حكومية شريرة.,
599,"There is no doubt that discrimination plays a role in this wage gap, but there are other factors that deserve attention.",Non-biased,,gemini,Biased,لا شك أن التمييز يلعب دورًا في فجوة الأجور هذه، ولكن هناك عوامل أخرى تستحق الاهتمام.,
600,"Poll workers and technicians reported issues with the new machines at more than 40% of polling locations in Philadelphia during last November’s election, according to the records reviewed by Reuters. Problems included touchscreens that were hypersensitive or that froze; paper voting receipts getting jammed in the machines; and panels opening on some machines to expose the equipment’s electronic controls, the records show.",Non-biased,,gemini,Non-biased,أفاد موظفو الاقتراع والفنيون بوجود مشاكل في الأجهزة الجديدة في أكثر من 40% من مراكز الاقتراع في فيلادلفيا خلال انتخابات نوفمبر الماضي، وفقًا للسجلات التي راجعتها رويترز. وتظهر السجلات أن المشاكل شملت شاشات لمس شديدة الحساسية أو تجمدت، وانحشار إيصالات التصويت الورقية في الأجهزة، وفتح لوحات في بعض الأجهزة مما كشف عن وحدات التحكم الإلكترونية للمعدات.,
601,"Almost all of this is gibberish; Trump still can’t speak coherently about California’s wildfires; and no officials in the Golden State ever conceded that he was “right” about the subject, because he wasn’t.",Biased,,gemini,Biased,"يكاد يكون كل هذا هراءً؛ فترامب ما زال لا يستطيع التحدث بشكل متماسك عن حرائق غابات كاليفورنيا؛ ولم يعترف أي مسؤول في الولاية الذهبية قط بأنه كان ""على حق"" بشأن هذا الموضوع، لأنه لم يكن كذلك.",
602,"Since the start of the coronavirus outbreak, Trump has hampered efforts to slow the virus’s spread and encouraged Americans’ restlessness under quarantine.",Biased,,gemini,Biased,منذ بدء تفشي فيروس كورونا، عرقل ترامب جهود إبطاء انتشار الفيروس وشجع تململ الأمريكيين في ظل الحجر الصحي.,
603,"Today’s mainstream media doesn’t want you to remember, but the early days of feminism were rife with ideological battles and  backstabbing that would put a medieval court to shame.",Biased,,gemini,Biased,لا تريد وسائل الإعلام السائدة اليوم أن تتذكر، لكن الأيام الأولى للنسوية كانت تعج بالصراعات الفكرية والمكائد التي تخجل بلاط العصور الوسطى.,
604,"After Steve King’s offensive implication that white people own Western civilization, Chris Hayes predictably responded with an idiotic remark about Western civilization giving us Hitler.",Biased,,gemini,Biased,بعد تلميح ستيف كينغ المسيء بأن البيض يملكون الحضارة الغربية، رد كريس هايز على نحو متوقع بتعليق أحمق مفاده أن الحضارة الغربية هي التي منحتنا هتلر.,
605,"Hungarian Prime Minister Viktor Orbán also denounced the policy of Chancellor Angela Merkel and the attitude of the German media, which “are constantly pushing” for Europe to welcome more and more migrants, in opposition to the will of the Hungarian people.",Non-biased,,gemini,Biased,"ندد رئيس الوزراء الهنغاري فيكتور أوربان أيضاً بسياسة المستشارة أنجيلا ميركل وموقف وسائل الإعلام الألمانية، التي ""تضغط باستمرار"" على أوروبا لاستقبال المزيد والمزيد من المهاجرين، بما يتعارض مع إرادة الشعب الهنغاري.",
607,"House Speaker Nancy Pelosi debuted a 1,120-page coronavirus rescue bill after Democrats tanked the Senate proposal on Sunday night.",Biased,,gemini,Biased,كشفت رئيسة مجلس النواب نانسي بيلوسي عن مشروع قانون إنقاذ لمواجهة فيروس كورونا يقع في 1120 صفحة، بعد أن عرقل الديمقراطيون مقترح مجلس الشيوخ مساء الأحد.,
608,Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020,Biased,,gemini,Biased,توغلت فوكس نيوز في القومية البيضاء لدرجة أن دونالد ترامب بات يعتقد أنها السبيل لفوزه في عام 2020.,
610,James Steckelberg of the Mayo Clinic said people 65 and over should be administered high-dose flu vaccines to stimulate their immune system. ,Non-biased,,gemini,Non-biased,قال جيمس ستيكلبرغ من مايو كلينك إنه ينبغي إعطاء الأشخاص الذين تبلغ أعمارهم 65 عامًا فما فوق لقاحات الإنفلونزا عالية الجرعة لتحفيز جهازهم المناعي.,
611,"Americans Need To Stop Hurrying Young People Into Student Debt Slavery. Above all, we must give high schoolers personalized post-secondary educational recommendations before they get caught in the quagmire of student debt.",Biased,,gemini,Biased,على الأمريكيين التوقف عن دفع الشباب إلى عبودية الديون الطلابية. وقبل كل شيء، يجب أن نقدم لطلاب المرحلة الثانوية توصيات تعليمية شخصية لمرحلة ما بعد الثانوية قبل أن يقعوا في مستنقع الديون الطلابية.,
612,"In the case of student debt cancellation, they also force people to make painful choices: Does a young couple put off getting married to get their student debt reduced? Do they wait another year before taking good jobs, so that they qualify? Must a struggling young person stay away from his parents’ home and couch-surf for a year to obtain the benefit?",Biased,,gemini,Biased,في حالة إلغاء الديون الطلابية، فإنها تجبر الناس أيضًا على اتخاذ خيارات مؤلمة: فهل يؤجل زوجان شابان زواجهما للحصول على تخفيض لديونهما الطلابية؟ وهل ينتظران عامًا آخر قبل الحصول على وظائف جيدة، حتى يصبحا مؤهلين؟ وهل يجب على شاب يكافح أن يبتعد عن منزل والديه ويتنقل بين بيوت الأصدقاء لمدة عام للحصول على هذه المنفعة؟,
613,"As more and more South Koreans were released from treatment for COVID-19, authorities discovered a disturbing trend. Some ostensibly cured patients were later testing positive again.",Non-biased,,gemini,Biased,مع خروج المزيد والمزيد من الكوريين الجنوبيين بعد تلقيهم العلاج من كوفيد-19، اكتشفت السلطات اتجاهًا مقلقًا. فقد ثبت لاحقًا أن نتائج اختبارات بعض المرضى الذين شُفوا ظاهريًا جاءت إيجابية مرة أخرى.,
614,"Though banks have fled many low-income communities, there’s a post office for almost every ZIP code in the country. ",Non-biased,,gemini,Biased,على الرغم من أن البنوك قد هجرت العديد من المجتمعات منخفضة الدخل، إلا أنه يوجد مكتب بريد لكل رمز بريدي تقريبًا في البلاد.,
616,Other European countries have also said they will strip dual nationals who joined Islamic State of citizenship.,Non-biased,,gemini,Non-biased,قالت دول أوروبية أخرى أيضا إنها ستجرد مزدوجي الجنسية الذين انضموا إلى تنظيم الدولة الإسلامية من جنسيتهم.,
618,"Pro-Life Advocates Lay 3,000 Flowers Outside SCOTUS to Remember Preborn.",Non-biased,,gemini,Biased,مؤيدو الحياة يضعون ٣٠٠٠ زهرة أمام المحكمة العليا الأمريكية لإحياء ذكرى الأطفال غير المولودين.,
619,"A quarter of Americans have little or no interest in taking a coronavirus vaccine, a Reuters/Ipsos poll published on Thursday found, with some voicing concern that the record pace at which vaccine candidates are being developed could compromise safety.",Non-biased,,gemini,Non-biased,أظهر استطلاع أجرته رويترز/إبسوس ونُشر يوم الخميس أن ربع الأمريكيين لديهم اهتمام ضئيل أو معدوم بتلقي لقاح لفيروس كورونا، حيث أعرب البعض عن قلقهم من أن الوتيرة القياسية التي يتم بها تطوير اللقاحات المرشحة قد تضر بالسلامة.,
620,"But behind the scenes, Trump was getting briefings. Terrible briefings. Really awful stuff. His own campaign manager, Brad Parscale, who was reported to have spent his hefty paycheck from the Trump campaign on condos, a luxury boat and a Ferrari, met with him and showed him his internal poll numbers.",Biased,,gemini,Biased,ولكن خلف الكواليس، كان ترامب يتلقى إحاطات. إحاطات مروعة. أمور فظيعة حقًا. وقد التقى به مدير حملته، براد بارسكال، الذي أفادت التقارير أنه أنفق راتبه الضخم من حملة ترامب على شقق سكنية وقارب فاخر وسيارة فيراري، وعرض عليه أرقام استطلاعات الرأي الداخلية الخاصة بهم.,
622,"The devil is in the details, however, since—while some charter schools are effective in achieving student success—others have been examples of cronyism and corruption as a result of arrangements between politicians and private businesses.",Biased,,gemini,Biased,إلا أن الشيطان يكمن في التفاصيل، ففي حين أن بعض المدارس الميثاقية فعالة في تحقيق نجاح الطلاب، فإن مدارس أخرى كانت مثالاً على المحسوبية والفساد نتيجة للترتيبات بين السياسيين والشركات الخاصة.,
624,"The second side is represented by lenders, who – in my view – do little to assess an individual’s ability to repay a student loan. If a student borrows to enroll in a program, limits placed on amounts borrowed are quite high when federal and private loans are combined.",Biased,,gemini,Biased,يتمثل الجانب الثاني في المُقرضين، الذين - في رأيي - لا يفعلون الكثير لتقييم قدرة الفرد على سداد القرض الطلابي. فإذا اقترض طالب للالتحاق ببرنامج ما، فإن الحدود المفروضة على المبالغ المقترَضة تكون مرتفعة جدًا عند الجمع بين القروض الفيدرالية والخاصة.,
625,"Tokyo Games is even more of a dream fulfilled for the small baseball community in Israel, comprised mostly of American immigrants, and which has languished for decades in the country’s sporting wilderness.",Biased,,gemini,Biased,تُعد ألعاب طوكيو بمثابة حلم أكبر تحقق لمجتمع البيسبول الصغير في إسرائيل، الذي يتألف غالبيته من مهاجرين أمريكيين، والذي عانى من التهميش لعقود في الساحة الرياضية بالبلاد.,
626,"Congress has not set an annual limit on the number of visa workers who can be sponsored for green cards, so the resident population of permanent “temporary workers” is growing fast — and is helping to suppress wages for American graduates.",Non-biased,,gemini,Biased,"لم يضع الكونغرس حدًا سنويًا لعدد العمال حاملي التأشيرات الذين يمكن كفالتهم للحصول على البطاقة الخضراء، لذا فإن عدد السكان المقيمين من ""العمال المؤقتين"" الدائمين يتزايد بسرعة — مما يساعد على كبح أجور الخريجين الأمريكيين.",
627,"Over 70,000 women in Germany have been subjected to female genital mutilation (FGM), and a further 17,000 young girls are at risk of having the barbaric procedure being committed against them.",Biased,,gemini,Biased,تعرضت أكثر من 70 ألف امرأة في ألمانيا لتشويه الأعضاء التناسلية الأنثوية، كما أن هناك 17 ألف فتاة أخرى معرضات لخطر الخضوع لهذا الإجراء الوحشي.,
628,"As controversies about the “reopening” of America loom over our lives, nothing seems as intrinsically irrelevant — yet possibly as critically important — as how soon major spectator sports return.",Non-biased,,gemini,Biased,"بينما تخيم الجدالات حول ""إعادة فتح"" أمريكا على حياتنا، لا يبدو أن هناك شيئًا في جوهره عديم الأهمية - وربما في الوقت ذاته على قدر حاسم من الأهمية - مثل مسألة سرعة عودة الرياضات الجماهيرية الكبرى.",
630,"But as early as this month, the U.S. Supreme Court could issue a decision that would mean the end of deferred action for Paz and hundreds of thousands of other young immigrants.",Non-biased,,gemini,Non-biased,"ولكن في وقت مبكر من هذا الشهر، قد تصدر المحكمة العليا الأمريكية قرارًا من شأنه أن يعني نهاية الإجراء المؤجل لـ ""باز"" ومئات الآلاف من المهاجرين الشباب الآخرين.",
632,"But make no mistake about it: Despite receiving widespread positive attention from many in the press, Ocasio-Cortez’s radical left-wing policy proposals and her socialist ideology present a significant threat to America’s economy and its longstanding commitment to individual liberty. ",Biased,,gemini,Biased,ولكن لا يخطئن أحد الظن: فعلى الرغم من تلقيها اهتمامًا إيجابيًا واسع النطاق من كثيرين في الصحافة، فإن مقترحات أوكاسيو كورتيز السياسية اليسارية المتطرفة وأيديولوجيتها الاشتراكية تشكل تهديدًا كبيرًا على اقتصاد أمريكا والتزامها طويل الأمد بالحرية الفردية.,
633,President Donald Trump clearly wasn’t pleased on Wednesday when he learned that his former Defense Secretary James Mattis had spoken out against him. So the president responded in his usual and predictable way: lashing out on Twitter.,Biased,,gemini,Biased,من الواضح أن الرئيس دونالد ترامب لم يكن مسرورًا يوم الأربعاء عندما علم أن وزير دفاعه السابق جيمس ماتيس قد تحدث ضده. لذلك رد الرئيس بطريقته المعتادة والمتوقعة: بشن هجوم لاذع على تويتر.,
634,French sporting goods retailer Decathlon has confirmed they will not be stocking a sports hijab after public backlash and threats of a mass boycott.,Non-biased,,gemini,Biased,أكدت شركة ديكاتلون الفرنسية للمستلزمات الرياضية أنها لن تطرح حجابًا رياضيًا للبيع بعد ردود فعل شعبية غاضبة وتهديدات بمقاطعة جماعية.,
635,"That response, Americans would learn days later, would include a move widely seen as escalating aggression in the region rather than alleviating it: A U.S. drone strike targeting Iranian Major General Qasem Soleimani, the second most powerful leader in Iran and commander of the Quds Force of the Islamic Revolutionary Guard Corps.",Non-biased,,gemini,Biased,سيعلم الأمريكيون بعد أيام أن ذلك الرد سيشمل خطوةً يُنظر إليها على نطاق واسع على أنها تصعيد للعدوان في المنطقة بدلاً من تخفيفه: وهي ضربة جوية أمريكية بطائرة مسيرة استهدفت اللواء الإيراني قاسم سليماني، ثاني أقوى رجل في إيران وقائد فيلق القدس التابع للحرس الثوري الإسلامي.,
636,"Breaking store windows, setting buildings on fire, vandalizing monuments to American heroes, leaving graffiti threats on synagogue walls, attacking Christian churches and tombstones, terrorizing the living, and giving no peace to the dead— these are the great accomplishments of Antifa and those they egg on.",Biased,,gemini,Biased,تحطيم واجهات المتاجر، وإحراق المباني، وتخريب النصب التذكارية للأبطال الأمريكيين، وترك تهديدات على جدران الكنس، والاعتداء على الكنائس المسيحية وشواهد القبور، وترويع الأحياء، وإقلاق راحة الأموات— هذه هي الإنجازات العظيمة لأنتيفا ومن يحرّضونهم.,
637,"Like many Americans also crippled by student loans, Brewster’s been making sacrifices since she graduated: She put off her wedding for two years and once she and her husband, Ryan, finally got married in November 2018, they decided they couldn’t afford a honeymoon.",Biased,,gemini,Biased,كحال العديد من الأمريكيين الذين أثقلت كاهلهم القروض الطلابية أيضاً، ظلت بروستر تقدم تضحيات منذ تخرجها، فقد أجلت حفل زفافها لمدة عامين، وحين تزوجت هي وزوجها رايان أخيراً في نوفمبر 2018، قررا أنهما لا يستطيعان تحمل تكاليف شهر العسل.,
638,"Due to the pandemic, polio and measles vaccination campaigns have been heavily impacted, with the former having been halted in 27 countries.",Non-biased,,gemini,Non-biased,بسبب الجائحة، تأثرت حملات التطعيم ضد شلل الأطفال والحصبة بشدة، وقد توقفت الأولى منها في 27 دولة.,
639,"Numerous gun control proposals have been thwarted in the U.S. Congress, largely because of opposition by Republican lawmakers and the influential National Rifle Association gun rights lobby.",Biased,,gemini,Biased,عُرقلت في الكونغرس الأمريكي العديد من مقترحات فرض قيود على الأسلحة، ويعود ذلك إلى حد كبير إلى معارضة المشرعين الجمهوريين والجمعية الوطنية للأسلحة، وهي جماعة الضغط النافذة المدافعة عن حقوق حمل السلاح.,
640,"In Wuhan’s Qiaokou district, at the Zirun Mingyuan apartment community where about 10,000 people live, men, women and children stood under umbrellas while elderly residents perched on stools as they waited to get tested at four sites set up in the middle of the compound.",Non-biased,,gemini,Non-biased,"في حي تشياوكو بمدينة ووهان، وفي مجمع زيرون مينغيوان السكني الذي يقطنه حوالي 10,000 شخص، وقف الرجال والنساء والأطفال تحت المظلات، بينما جلس السكان المسنون على مقاعد صغيرة وهم ينتظرون الخضوع للفحص في أربعة مواقع أُقيمت في وسط المجمع.",
641,Coronavirus vaccine and quarantine protesters in America form an unholy COVID-19 alliance.,Biased,,gemini,Biased,يُشكّل المحتجون على لقاح كورونا والحجر الصحي في أمريكا تحالفًا غير مقدس بشأن كوفيد-19.,
642,"Women’s rights advocates were relieved late Monday when Senate Democrats blocked an extreme anti-choice bill from advancing to a floor debate—but were soon outraged by President Donald Trump’s lies about abortion care, as well as the corporate media for enabling his blatantly false characterization of the bill to stand.",Biased,,gemini,Biased,شعر المدافعون عن حقوق المرأة بالارتياح في وقت متأخر من يوم الاثنين عندما عرقل الديمقراطيون في مجلس الشيوخ طرح مشروع قانون متطرف مناهض لحق الاختيار للنقاش العام، لكنهم سرعان ما استشاطوا غضباً من أكاذيب الرئيس دونالد ترامب حول الرعاية المتعلقة بالإجهاض، وكذلك من وسائل الإعلام المؤسسية لسماحها بتمرير توصيفه الزائف بشكل صارخ لمشروع القانون.,
643,"Trump has weaponized the word “hoax” throughout his presidency, using it to belittle and discredit former special counsel Robert Mueller’s probe into Russian election interference as well as his impeachment trial.",Biased,,gemini,Biased,"استخدم ترامب كلمة ""خدعة"" كسلاح طوال فترة رئاسته، للتقليل من شأن ونسف مصداقية كل من تحقيق المستشار الخاص السابق روبرت مولر بشأن التدخل الروسي في الانتخابات، ومحاكمته بهدف عزله.",
644,"Owens, who said in her opening remarks that she is a Democrat who supports President Donald Trump, said Democrat policies have harmed blacks.",Non-biased,,gemini,Biased,قالت أوينز، التي ذكرت في كلمتها الافتتاحية أنها ديمقراطية تدعم الرئيس دونالد ترامب، إن سياسات الديمقراطيين قد أضرت بالسود.,
645,"The spectacular rise of human civilization that took place during the last 10,000 years now appears to be coming to an end with the refusal of our species to significantly curb the carbon emissions and pollutants that might cause human extinction.",Biased,,gemini,Biased,يبدو أن الصعود المذهل للحضارة الإنسانية الذي حدث على مدى العشرة آلاف عام الماضية يقترب الآن من نهايته، بسبب رفض جنسنا البشري الحد بشكل كبير من انبعاثات الكربون والملوثات التي قد تتسبب في انقراضه.,
646,The cost of college tuition is increasing at the same time the federal government is originating and managing 93 percent of all student loans and has launched a liberal student loan forgiveness program – all of which means the burden of increasing amounts of student debt has been taken up by taxpayers at the same time average college students are spending less time with their studies.,Biased,,gemini,Biased,ترتفع تكلفة الرسوم الدراسية الجامعية في الوقت الذي تتولى فيه الحكومة الفيدرالية إصدار وإدارة 93 بالمائة من إجمالي القروض الطلابية، وتطلق برنامجًا سخيًا للإعفاء منها – وكل هذا يعني أن عبء الديون الطلابية المتزايدة قد وقع على عاتق دافعي الضرائب، بينما يقضي الطلاب الجامعيون في المتوسط وقتًا أقل في دراستهم.,
648,"The vaccine was consequently linked to the death of numerous children, leading to a criminal investigation, two congressional inquiries, and a sharp decline in the number of parents getting their children vaccinated. ",Non-biased,,gemini,Biased,ونتيجة لذلك، رُبِط اللقاح بوفاة العديد من الأطفال، مما أدى إلى تحقيق جنائي وتحقيقين من الكونغرس، وانخفاض حاد في إقبال الآباء على تلقيح أطفالهم.,
649,"Trump's decision to remove the troops near the Turkish border has allowed Turkey to lodge an attack on U.S. Kurdish allies who helped in the fight against the Islamic State terrorist group, also known as ISIS.",Non-biased,,gemini,Biased,سمح قرار ترامب بسحب القوات بالقرب من الحدود التركية لتركيا بشن هجوم على حلفاء الولايات المتحدة الأكراد الذين ساعدوا في القتال ضد تنظيم الدولة الإسلامية الإرهابي، المعروف أيضًا باسم داعش.,
650,"On Sunday, the Observatory said pro-Ankara fighters executed three civilians who were hiding in an industrial part of Ras al-Ain.",Non-biased,,gemini,Biased,يوم الأحد، قال المرصد إن مقاتلين موالين لأنقرة أعدموا ثلاثة مدنيين كانوا يختبئون في منطقة صناعية في رأس العين.,
651,"If Donald Trump was willing to have Americans gassed and beaten so he could stage a photo opportunity, what will he be willing to do to retain the presidency come election time?",Biased,,gemini,Biased,إذا كان دونالد ترامب مستعداً لتعريض الأمريكيين للغاز والضرب من أجل فرصة لالتقاط الصور، فما الذي سيكون على استعداد لفعله للاحتفاظ بالرئاسة عندما يحين وقت الانتخابات؟,
653,"As Congress begins debating the Equality Act, the Heritage Foundation warns that if the bill becomes law it will prove the death knell for women’s sports.",Non-biased,,gemini,Biased,مع بدء الكونغرس مناقشة قانون المساواة، تحذر مؤسسة هيريتيج من أنه إذا أصبح مشروع القانون قانونًا، فسيكون ذلك بمثابة المسمار الأخير في نعش الرياضة النسائية.,
654,"Cuba’s health ministry initially vowed an investigation into Paloma Dominguez Caballero’s death; last week, state media published a report essentially absolving the government of any wrongdoing, categorically stating that nothing was wrong with the vaccine Dominguez received.",Non-biased,,gemini,Biased,تعهدت وزارة الصحة الكوبية في البداية بإجراء تحقيق في وفاة بالوما دومينغيز كاباييرو؛ وفي الأسبوع الماضي، نشرت وسائل الإعلام الحكومية تقريرًا يبرئ الحكومة بشكل أساسي من أي مخالفة، ويؤكد بشكل قاطع أنه لم يكن هناك أي خطأ في اللقاح الذي تلقته دومينغيز.,
655,"Though the author reserved much of his political bile for Democrats, he also attacked Republicans and espoused some left-wing views, claiming that “our lifestyle is destroying the environment of our country.”",Non-biased,,gemini,Biased,على الرغم من أن المؤلف خصص جلّ حقده السياسي للديمقراطيين، إلا أنه هاجم الجمهوريين أيضًا وتبنى بعض الآراء اليسارية، قائلاً إن «أسلوب حياتنا يدمر بيئة بلدنا».,
656,"The Democratic-led House backed Wednesday its first major gun-control legislation in years, but Republicans used the debate over it to try to put a focus on illegal immigration. ",Non-biased,,gemini,Biased,دعم مجلس النواب الذي يقوده الديمقراطيون يوم الأربعاء أول تشريع كبير له بشأن تقييد حيازة السلاح منذ سنوات، لكن الجمهوريين استغلوا النقاش حوله لمحاولة تركيز الاهتمام على الهجرة غير الشرعية.,
657,"Jones, founder of the Infowars radio show and webcast, has claimed the mainstream media and gun-control proponents conspired to fabricate the tragedy in which 20 school children and six school staff were shot dead at Sandy Hook Elementary School in Newtown, Connecticut, on Dec. 14, 2012.",Non-biased,,gemini,Biased,"ادعى جونز، مؤسس برنامج ""إنفو وورز"" الإذاعي والبث الشبكي، أن وسائل الإعلام الرئيسية ومؤيدي السيطرة على السلاح تآمروا لفبركة المأساة التي قُتل فيها 20 طفلاً وستة من موظفي المدرسة بالرصاص في مدرسة ساندي هوك الابتدائية في نيوتاون بولاية كونيتيكت، في 14 ديسمبر 2012.",
658,"Overall, four million young Americans enter the workforce every year, but their job opportunities are further diminished as there are roughly two new foreign workers for every four American workers who enter the workforce.",Non-biased,,gemini,Biased,إجمالاً، يدخل أربعة ملايين شاب أمريكي سوق العمل سنوياً، لكن فرصهم الوظيفية تتقلص أكثر لوجود عاملين أجنبيين جديدين تقريباً مقابل كل أربعة عمال أمريكيين يدخلون سوق العمل.,
659,We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.” ,Biased,,gemini,Biased,ينبغي أن نتوقع دعمًا متزايدًا لهذا البند لعدة أسباب: فالناخبون الشباب من جميع الانتماءات السياسية يتعرضون لنظام قروض الطلاب في وضعه الراهن. كما أن الناخبين الشباب أقل ميلاً لقبول النسخة السامة من «المحافظة».,
660,Researchers see a growing threat from white supremacists who call themselves “accelerationists” and avow violence to counter democratic governments.,Non-biased,,gemini,Biased,"يرى الباحثون تهديدًا متزايدًا من دعاة تفوق العرق الأبيض الذين يطلقون على أنفسهم اسم ""التسارعيين"" ويجاهرون بالعنف لمواجهة الحكومات الديمقراطية.",
661,"Donald Trump used his mighty Twitter platform to drum up business for his golf course in Los Angeles on Sunday. U.S. deaths from COVID-19 neared 80,000, but the president didn’t tweet about that. ",Biased,,gemini,Biased,"استخدم دونالد ترامب منصته الجبارة على تويتر للترويج لملعب الغولف الخاص به في لوس أنجلوس يوم الأحد. اقتربت وفيات كوفيد-19 في الولايات المتحدة من 80,000، لكن الرئيس لم يغرد بشأن ذلك.",
662,The increasingly bitter dispute between American women’s national soccer team and the U.S. Soccer Federation spilled onto the field Wednesday night when players wore their warm-up jerseys inside outin a protest before their 3-1 victory over Japan.,Non-biased,,gemini,Biased,امتد الخلاف الذي يزداد حدة بين منتخب السيدات الأمريكي لكرة القدم والاتحاد الأمريكي لكرة القدم إلى أرض الملعب ليلة الأربعاء، حين ارتدت اللاعبات قمصان الإحماء الخاصة بهن بالمقلوب في لفتة احتجاجية قبل فوزهن بنتيجة 3-1 على اليابان.,
